subject_length,message_length,num_words_subject,num_words_message,is_subject_missing,num_exclamations,num_questionmarks,num_dollarsign,exclamation_ratio,questionmark_ratio,dollarsign_ratio,num_number_dollar,num_percent,percent_ratio,num_digits,digit_ratio,num_urls,word_diversity,num_repeated_words,word_free,word_money,word_offer,word_win,word_click,word_buy,word_credit,word_investment,word_limited,word_guarantee,word_prize,word_porn,word_sex,word_loan,word_cash,word_winner,word_viagra,word_cheap,word_sale,word_billion,word_million,word_access,word_save,word_bonus,word_reward,word_gift,group_money_related,group_click_related,Spam/Ham
36,208,8,41,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8333333333333334,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,97,9,20,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8095238095238095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,1000,3,203,0,0,3,10,0.0,0.002997002997002997,0.00999000999000999,10,11,0.01098901098901099,42,0.04195804195804196,0,0.49019607843137253,112,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
27,137,3,27,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1308,1,244,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5224489795918368,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1076,7,227,0,0,2,0,0.0,0.0018570102135561746,0.0,0,0,0.0,0,0.0,0,0.4956140350877193,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,413,3,78,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6962025316455697,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2462,5,475,0,0,6,0,0.0,0.00243605359317905,0.0,0,0,0.0,0,0.0,0,0.4117647058823529,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,694,3,130,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5877862595419847,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,581,3,108,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6330275229357798,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,343,3,59,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8166666666666667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,781,3,146,0,1,0,0,0.0012787723785166241,0.0,0.0,0,0,0.0,0,0.0,0,0.6598639455782312,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,207,3,40,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8536585365853658,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,376,4,67,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7941176470588235,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,408,2,88,0,0,1,0,0.0,0.0024449877750611247,0.0,0,0,0.0,0,0.0,0,0.7415730337078652,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,333,2,75,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7105263157894737,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,770,3,158,0,0,6,0,0.0,0.007782101167315175,0.0,0,0,0.0,0,0.0,0,0.5660377358490566,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,613,11,133,0,0,2,0,0.0,0.003257328990228013,0.0,0,0,0.0,0,0.0,0,0.5597014925373134,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,281,5,47,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.4583333333333333,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1235,2,258,0,0,21,0,0.0,0.01699029126213592,0.0,0,0,0.0,0,0.0,0,0.4942084942084942,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,808,3,162,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6687116564417178,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,756,4,134,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.562962962962963,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,348,5,55,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7857142857142857,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,778,4,153,0,2,0,0,0.0025673940949935813,0.0,0.0,0,0,0.0,0,0.0,0,0.6103896103896104,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,142,3,28,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,94,14,19,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,152,1,26,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5555555555555556,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,55,3,10,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,664,9,113,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5526315789473685,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,44,4,8,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,738,3,136,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5912408759124088,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
18,33,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1056,5,173,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5977011494252874,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
39,1548,9,286,0,0,5,0,0.0,0.0032278889606197547,0.0,0,0,0.0,0,0.0,0,0.4634146341463415,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
34,157,7,33,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7941176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,34,2,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,80,2,15,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,290,9,58,0,0,1,0,0.0,0.003436426116838488,0.0,0,0,0.0,0,0.0,0,0.6949152542372882,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,424,10,87,0,0,1,0,0.0,0.002352941176470588,0.0,0,0,0.0,0,0.0,0,0.6136363636363636,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,249,4,47,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.875,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
22,138,4,26,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9259259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,150,6,28,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,421,6,82,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7590361445783133,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,471,4,88,0,0,1,0,0.0,0.00211864406779661,0.0,0,0,0.0,0,0.0,0,0.7415730337078652,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,14,3,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,33,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,188,3,40,0,1,1,0,0.005291005291005291,0.005291005291005291,0.0,0,0,0.0,0,0.0,0,0.8048780487804879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,41,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,473,4,100,0,0,1,0,0.0,0.002109704641350211,0.0,0,0,0.0,0,0.0,0,0.7326732673267327,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,875,9,149,0,2,0,0,0.00228310502283105,0.0,0.0,0,0,0.0,0,0.0,0,0.7333333333333333,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,1571,9,272,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6556776556776557,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,544,5,115,0,0,1,0,0.0,0.001834862385321101,0.0,0,0,0.0,0,0.0,0,0.6810344827586207,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,179,2,39,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.825,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,232,4,43,0,0,2,0,0.0,0.008583690987124463,0.0,0,0,0.0,0,0.0,0,0.8636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,268,4,53,0,0,2,0,0.0,0.007434944237918215,0.0,0,0,0.0,0,0.0,0,0.7777777777777778,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,278,4,55,0,1,0,1,0.0035842293906810036,0.0,0.0035842293906810036,1,1,0.0035842293906810036,4,0.014336917562724014,0,0.8035714285714286,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,813,4,156,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5796178343949044,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,457,4,91,0,0,2,0,0.0,0.004366812227074236,0.0,0,0,0.0,0,0.0,0,0.6739130434782609,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,121,1,24,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,231,3,42,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8604651162790697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1273,9,243,0,3,1,0,0.002354788069073783,0.0007849293563579278,0.0,0,0,0.0,0,0.0,0,0.5491803278688525,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,151,3,31,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,114,2,22,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9565217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,205,1,36,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8378378378378378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1185,7,244,0,0,3,2,0.0,0.002529510961214165,0.0016863406408094434,1,0,0.0,1,0.0008431703204047217,0,0.4897959183673469,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,579,4,114,0,3,0,0,0.005172413793103448,0.0,0.0,0,0,0.0,0,0.0,0,0.6608695652173913,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,685,2,135,0,0,1,0,0.0,0.0014577259475218659,0.0,0,0,0.0,0,0.0,0,0.6617647058823529,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,219,3,44,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7555555555555555,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,245,2,47,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7708333333333334,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,53,5,12,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,44,5,8,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,116,3,23,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,841,9,151,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6118421052631579,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,188,7,41,0,0,1,0,0.0,0.005291005291005291,0.0,0,0,0.0,0,0.0,0,0.7142857142857143,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,715,2,132,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5714285714285714,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,208,2,44,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,189,1,35,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,377,2,68,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7391304347826086,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,100,4,19,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,80,3,15,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,567,4,102,0,0,0,2,0.0,0.0,0.0035211267605633804,0,0,0.0,0,0.0,0,0.7572815533980582,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,1794,4,330,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.540785498489426,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,363,5,73,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7027027027027027,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1501,1,291,0,1,0,0,0.0006657789613848203,0.0,0.0,0,0,0.0,0,0.0,0,0.4897260273972603,160,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4,35,2,6,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,133,2,27,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,0.8571428571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,248,5,45,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8260869565217391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
26,74,7,15,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,376,1,63,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.734375,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1111,2,206,0,0,2,0,0.0,0.0017985611510791368,0.0,0,0,0.0,0,0.0,0,0.6038647342995169,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,697,2,129,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6153846153846154,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,347,2,59,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,499,2,97,0,1,0,0,0.002,0.0,0.0,0,0,0.0,0,0.0,0,0.7755102040816326,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,413,2,90,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6593406593406593,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1470,3,265,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5601503759398496,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,336,5,66,0,1,0,0,0.002967359050445104,0.0,0.0,0,0,0.0,0,0.0,1,0.7761194029850746,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
18,27,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,230,2,41,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8571428571428571,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,605,11,123,0,0,3,0,0.0,0.0049504950495049506,0.0,0,0,0.0,0,0.0,0,0.6129032258064516,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
